x_id,organization_entity,feature_category,cost_element_long_name,amount,date
1259,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,321000,2023-12-31
1260,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,434000,2023-12-31
1261,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,4900,2023-12-31
1262,1 - Toronto Police Service,3-Benefits,CPP - Civilian,26600,2023-12-31
1263,1 - Toronto Police Service,3-Benefits,EI - Civilian,9100,2023-12-31
1264,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,81200,2023-12-31
1265,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,9200,2023-12-31
1266,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1267,1 - Toronto Police Service,6-Services,Membership fees,4400,2023-12-31
1268,1 - Toronto Police Service,3-Benefits,EI - Non-qualified,26200,2023-12-31
1269,1 - Toronto Police Service,6-Services,Wireless services,400,2023-12-31
1270,1 - Toronto Police Service,3-Benefits,EI - Uniform,52000,2023-12-31
1271,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,304200,2023-12-31
1272,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,2000,2023-12-31
1273,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,148200,2023-12-31
1274,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,2300,2023-12-31
1275,1 - Toronto Police Service,6-Services,Prisoners' meals,9000,2023-12-31
1276,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,100,2023-12-31
1277,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
1278,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,10500,2023-12-31
1279,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,4000,2023-12-31
1280,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,622300,2023-12-31
1281,1 - Toronto Police Service,6-Services,Repairs - technical equipment,200,2023-12-31
1282,1 - Toronto Police Service,3-Benefits,CPP - Civilian,15200,2023-12-31
1283,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,2600,2023-12-31
1284,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,6300,2023-12-31
1285,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
1286,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,1400,2023-12-31
1287,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1288,1 - Toronto Police Service,3-Benefits,CPP - Uniform,11400,2023-12-31
1289,1 - Toronto Police Service,3-Benefits,CPP - Civilian,26600,2023-12-31
1290,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,20900,2023-12-31
1291,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,481100,2023-12-31
1292,1 - Toronto Police Service,6-Services,Translations / interpreters,100,2023-12-31
1293,1 - Toronto Police Service,3-Benefits,CPP - Uniform,311600,2023-12-31
1294,1 - Toronto Police Service,3-Benefits,CPP - Civilian,79900,2023-12-31
1295,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,992300,2023-12-31
1296,1 - Toronto Police Service,6-Services,Wireless services,1200,2023-12-31
1297,1 - Toronto Police Service,3-Benefits,EI - Civilian,9100,2023-12-31
1298,1 - Toronto Police Service,3-Benefits,EI - Civilian,27200,2023-12-31
1299,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,266800,2023-12-31
1300,1 - Toronto Police Service,6-Services,Membership fees,9000,2023-12-31
1301,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,16100,2023-12-31
1302,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3700,2023-12-31
1303,1 - Toronto Police Service,3-Benefits,EI - Uniform,106600,2023-12-31
1304,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,173800,2023-12-31
1305,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
1306,1 - Toronto Police Service,3-Benefits,EI - Civilian,5200,2023-12-31
1307,1 - Toronto Police Service,6-Services,Wireless services,800,2023-12-31
1308,1 - Toronto Police Service,6-Services,Advertising and promotions,22400,2023-12-31
1309,1 - Toronto Police Service,6-Services,Business travel - mileage,200,2023-12-31
1310,1 - Toronto Police Service,6-Services,Business travel - other expenses,1100,2023-12-31
1311,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1312,1 - Toronto Police Service,6-Services,Courses / seminars,7100,2023-12-31
1313,1 - Toronto Police Service,6-Services,Membership fees,1000,2023-12-31
1314,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1315,1 - Toronto Police Service,6-Services,Public relations / promotions,22400,2023-12-31
1316,1 - Toronto Police Service,6-Services,Services & rents - general,2200,2023-12-31
1317,1 - Toronto Police Service,6-Services,Wireless services,4500,2023-12-31
1318,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3700,2023-12-31
1319,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,14600,2023-12-31
1320,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,3700,2023-12-31
1321,1 - Toronto Police Service,1-Salaries,Recruits - Civilian,13126600,2023-12-31
1322,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,873600,2023-12-31
1323,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,10905700,2023-12-31
1324,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,376900,2023-12-31
1325,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
1326,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,800,2023-12-31
1327,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,11000,2023-12-31
1328,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,67300,2023-12-31
1329,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,4300,2023-12-31
1330,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,9800,2023-12-31
1331,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,204300,2023-12-31
1332,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,5200,2023-12-31
1333,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,22200,2023-12-31
1334,1 - Toronto Police Service,3-Benefits,CPP - Civilian,38000,2023-12-31
1335,1 - Toronto Police Service,3-Benefits,CPP - Uniform,334400,2023-12-31
1336,1 - Toronto Police Service,3-Benefits,EI - Civilian,13000,2023-12-31
1337,1 - Toronto Police Service,3-Benefits,EI - Uniform,114400,2023-12-31
1338,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,89200,2023-12-31
1339,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,1385700,2023-12-31
1340,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,33000,2023-12-31
1341,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,2800,2023-12-31
1342,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,22200,2023-12-31
1343,1 - Toronto Police Service,4-Materials & Supplies,Printed material,100,2023-12-31
1344,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,35000,2023-12-31
1345,1 - Toronto Police Service,4-Materials & Supplies,Uniforms,61000,2023-12-31
1346,1 - Toronto Police Service,6-Services,Business travel - other expenses,1600,2023-12-31
1347,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,3800,2023-12-31
1348,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,634000,2023-12-31
1349,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,6300,2023-12-31
1350,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,73100,2023-12-31
1351,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,31400,2023-12-31
1352,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,2000,2023-12-31
1353,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,653300,2023-12-31
1354,1 - Toronto Police Service,3-Benefits,EI - Uniform,3900,2023-12-31
1355,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,37800,2023-12-31
1356,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,1166600,2023-12-31
1357,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,17500,2023-12-31
1358,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,64700,2023-12-31
1359,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,350500,2023-12-31
1360,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,7400,2023-12-31
1361,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,257500,2023-12-31
1362,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,2821800,2023-12-31
1363,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,13500,2023-12-31
1364,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,3300,2023-12-31
1365,1 - Toronto Police Service,5-Equipment,Computers - software,32300,2023-12-31
1366,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,185600,2023-12-31
1367,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1000,2023-12-31
1368,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,24938200,2023-12-31
1369,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,3800,2023-12-31
1370,1 - Toronto Police Service,6-Services,Business travel - mileage,100,2023-12-31
1371,1 - Toronto Police Service,6-Services,Bank service charges,5000,2023-12-31
1372,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,400,2023-12-31
1373,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,100,2023-12-31
1374,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,371200,2023-12-31
1375,1 - Toronto Police Service,3-Benefits,CPP - Civilian,45700,2023-12-31
1376,1 - Toronto Police Service,3-Benefits,CPP - Uniform,11400,2023-12-31
1377,1 - Toronto Police Service,6-Services,Business travel - other expenses,2700,2023-12-31
1378,1 - Toronto Police Service,3-Benefits,EI - Civilian,15500,2023-12-31
1379,1 - Toronto Police Service,6-Services,Collection Agency fees,600,2023-12-31
1380,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,200,2023-12-31
1381,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,7100,2023-12-31
1382,1 - Toronto Police Service,3-Benefits,EI - Uniform,3900,2023-12-31
1383,1 - Toronto Police Service,6-Services,Conferences / seminars,2400,2023-12-31
1384,1 - Toronto Police Service,6-Services,Conferences / seminars,2000,2023-12-31
1385,1 - Toronto Police Service,3-Benefits,CPP - Civilian,41800,2023-12-31
1386,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,300,2023-12-31
1387,1 - Toronto Police Service,6-Services,Contracted Services - general,38200,2023-12-31
1388,1 - Toronto Police Service,5-Equipment,Computers - hardware,1000,2023-12-31
1389,1 - Toronto Police Service,3-Benefits,CPP - Uniform,11400,2023-12-31
1390,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,165700,2023-12-31
1391,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,17000,2023-12-31
1392,1 - Toronto Police Service,6-Services,Courses / seminars,2700,2023-12-31
1393,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1394,1 - Toronto Police Service,5-Equipment,Computers - software,500,2023-12-31
1395,1 - Toronto Police Service,3-Benefits,EI - Civilian,14300,2023-12-31
1396,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,55500,2023-12-31
1397,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,74800,2023-12-31
1398,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,79800,2023-12-31
1399,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,3100,2023-12-31
1400,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,14300,2023-12-31
1401,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,2200,2023-12-31
1402,1 - Toronto Police Service,3-Benefits,CPP - Civilian,141000,2023-12-31
1403,1 - Toronto Police Service,3-Benefits,CPP - Uniform,855000,2023-12-31
1404,1 - Toronto Police Service,3-Benefits,EI - Civilian,47800,2023-12-31
1405,1 - Toronto Police Service,3-Benefits,EI - Uniform,292500,2023-12-31
1406,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,322400,2023-12-31
1407,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2988800,2023-12-31
1408,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,700,2023-12-31
1409,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,600,2023-12-31
1410,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
1411,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2000,2023-12-31
1412,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,37000,2023-12-31
1413,1 - Toronto Police Service,5-Equipment,Printers,2000,2023-12-31
1414,1 - Toronto Police Service,6-Services,Business travel - other expenses,300,2023-12-31
1415,1 - Toronto Police Service,6-Services,Clean/repair furniture,200,2023-12-31
1416,1 - Toronto Police Service,6-Services,Conferences / seminars,500,2023-12-31
1417,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,500,2023-12-31
1418,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1419,1 - Toronto Police Service,6-Services,Courses - Canadian / Ontario Police College,500,2023-12-31
1420,1 - Toronto Police Service,6-Services,Courses / seminars,3200,2023-12-31
1421,1 - Toronto Police Service,6-Services,Investigative expenses,4000,2023-12-31
1422,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,400,2023-12-31
1423,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1424,1 - Toronto Police Service,6-Services,Prisoners' meals,16000,2023-12-31
1425,1 - Toronto Police Service,6-Services,Public relations / promotions,900,2023-12-31
1426,1 - Toronto Police Service,6-Services,Repairs - technical equipment,600,2023-12-31
1427,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1428,1 - Toronto Police Service,6-Services,Translations / interpreters,600,2023-12-31
1429,1 - Toronto Police Service,6-Services,Wireless devices,100,2023-12-31
1430,1 - Toronto Police Service,6-Services,Wireless services,9000,2023-12-31
1431,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,2600,2023-12-31
1432,1 - Toronto Police Service,6-Services,Courses / seminars,3400,2023-12-31
1433,1 - Toronto Police Service,3-Benefits,EI - Uniform,3900,2023-12-31
1434,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,2900,2023-12-31
1435,1 - Toronto Police Service,6-Services,Membership fees,1500,2023-12-31
1436,1 - Toronto Police Service,5-Equipment,General equipment,22500,2023-12-31
1437,1 - Toronto Police Service,6-Services,Membership fees,2000,2023-12-31
1438,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,10200,2023-12-31
1439,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1440,1 - Toronto Police Service,6-Services,Business travel - other expenses,1000,2023-12-31
1441,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,142500,2023-12-31
1442,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1443,1 - Toronto Police Service,6-Services,Business travel - public transit,200,2023-12-31
1444,1 - Toronto Police Service,6-Services,Public relations / promotions,800,2023-12-31
1445,1 - Toronto Police Service,6-Services,Conferences / seminars,1600,2023-12-31
1446,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,55800,2023-12-31
1447,1 - Toronto Police Service,6-Services,Conferences / seminars,7300,2023-12-31
1448,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,628600,2023-12-31
1449,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1450,1 - Toronto Police Service,6-Services,Courses / seminars,2800,2023-12-31
1451,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
1452,1 - Toronto Police Service,6-Services,Wireless services,800,2023-12-31
1453,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
1454,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,721300,2023-12-31
1455,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,3100,2023-12-31
1456,1 - Toronto Police Service,6-Services,Investigative expenses,10000,2023-12-31
1457,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,384800,2023-12-31
1458,1 - Toronto Police Service,6-Services,Courses / seminars,9300,2023-12-31
1459,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,4400,2023-12-31
1460,1 - Toronto Police Service,6-Services,Business travel - mileage,300,2023-12-31
1461,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
1462,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,250100,2023-12-31
1463,1 - Toronto Police Service,6-Services,Membership fees,19000,2023-12-31
1464,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,500,2023-12-31
1465,1 - Toronto Police Service,6-Services,Business travel - other expenses,2300,2023-12-31
1466,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1467,1 - Toronto Police Service,3-Benefits,CPP - Civilian,22800,2023-12-31
1468,1 - Toronto Police Service,3-Benefits,CPP - Civilian,45600,2023-12-31
1469,1 - Toronto Police Service,6-Services,Parking expenses,300,2023-12-31
1470,1 - Toronto Police Service,6-Services,Conferences / seminars,2500,2023-12-31
1471,1 - Toronto Police Service,3-Benefits,EI - Civilian,7800,2023-12-31
1472,1 - Toronto Police Service,6-Services,Prisoners' meals,10000,2023-12-31
1473,1 - Toronto Police Service,3-Benefits,EI - Civilian,15600,2023-12-31
1474,1 - Toronto Police Service,6-Services,Public relations / promotions,100,2023-12-31
1475,1 - Toronto Police Service,6-Services,Public relations / promotions,1500,2023-12-31
1476,1 - Toronto Police Service,6-Services,Courses / seminars,1800,2023-12-31
1477,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,147700,2023-12-31
1478,1 - Toronto Police Service,6-Services,Service contracts,18000,2023-12-31
1479,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,68200,2023-12-31
1480,1 - Toronto Police Service,6-Services,Services & rents - general,200,2023-12-31
1481,1 - Toronto Police Service,6-Services,Membership fees,3000,2023-12-31
1482,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,4100,2023-12-31
1483,1 - Toronto Police Service,6-Services,Services & rents - general,2200,2023-12-31
1484,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
1485,1 - Toronto Police Service,6-Services,Shredding services,1200,2023-12-31
1486,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1487,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1488,1 - Toronto Police Service,6-Services,Wireless services,2700,2023-12-31
1489,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1657400,2023-12-31
1490,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,1500,2023-12-31
1491,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,475400,2023-12-31
1492,1 - Toronto Police Service,6-Services,Special Events expenses,10000,2023-12-31
1493,1 - Toronto Police Service,6-Services,Courses / seminars,7700,2023-12-31
1494,1 - Toronto Police Service,6-Services,Public relations / promotions,2500,2023-12-31
1495,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,4300,2023-12-31
1496,1 - Toronto Police Service,6-Services,Membership fees,5000,2023-12-31
1497,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,5400,2023-12-31
1498,1 - Toronto Police Service,6-Services,Services & rents - general,200,2023-12-31
1499,1 - Toronto Police Service,6-Services,Wireless services,4500,2023-12-31
1500,1 - Toronto Police Service,6-Services,Business travel - mileage,200,2023-12-31
1501,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1502,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,19300,2023-12-31
1503,1 - Toronto Police Service,6-Services,Wireless services,2500,2023-12-31
1504,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,222200,2023-12-31
1505,1 - Toronto Police Service,6-Services,Business travel - other expenses,2000,2023-12-31
1506,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,100,2023-12-31
1507,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,11100,2023-12-31
1508,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,516100,2023-12-31
1509,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,333200,2023-12-31
1510,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,111100,2023-12-31
1511,1 - Toronto Police Service,6-Services,Contracted Services - general,525000,2023-12-31
1512,1 - Toronto Police Service,6-Services,Services & rents - general,1340800,2023-12-31
1513,1 - Toronto Police Service,1-Salaries,Regular salaries - Chief/Command,276000,2023-12-31
1514,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,105600,2023-12-31
1515,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,202900,2023-12-31
1516,1 - Toronto Police Service,3-Benefits,CPP - Civilian,7600,2023-12-31
1517,1 - Toronto Police Service,3-Benefits,CPP - Uniform,3800,2023-12-31
1518,1 - Toronto Police Service,3-Benefits,EI - Civilian,2600,2023-12-31
1519,1 - Toronto Police Service,3-Benefits,EI - Uniform,1300,2023-12-31
1520,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,46700,2023-12-31
1521,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,26800,2023-12-31
1522,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,700,2023-12-31
1523,1 - Toronto Police Service,6-Services,Conferences / seminars,3600,2023-12-31
1524,1 - Toronto Police Service,6-Services,Courses / seminars,2000,2023-12-31
1525,1 - Toronto Police Service,6-Services,Membership fees,1200,2023-12-31
1526,1 - Toronto Police Service,6-Services,Public relations / promotions,200,2023-12-31
1527,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1528,1 - Toronto Police Service,6-Services,Wireless services,800,2023-12-31
1529,1 - Toronto Police Service,6-Services,Conferences / seminars,1800,2023-12-31
1530,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian B,500,2023-12-31
1531,1 - Toronto Police Service,3-Benefits,CPP - Civilian,95100,2023-12-31
1532,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,943500,2023-12-31
1533,1 - Toronto Police Service,6-Services,Courses / seminars,2000,2023-12-31
1534,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,588800,2023-12-31
1535,1 - Toronto Police Service,3-Benefits,EI - Civilian,32400,2023-12-31
1536,1 - Toronto Police Service,6-Services,Membership fees,1200,2023-12-31
1537,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,481800,2023-12-31
1538,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,213000,2023-12-31
1539,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1540,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian B,3000,2023-12-31
1541,1 - Toronto Police Service,1-Salaries,Regular salaries - Excluded,203400,2023-12-31
1542,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,14200,2023-12-31
1543,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
1544,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Civilian B,1600,2023-12-31
1545,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,300,2023-12-31
1546,1 - Toronto Police Service,6-Services,Bank service charges,33500,2023-12-31
1547,1 - Toronto Police Service,6-Services,Repairs - technical equipment,100,2023-12-31
1548,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,700,2023-12-31
1549,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1200,2023-12-31
1550,1 - Toronto Police Service,6-Services,Clothing & equipment - repair,1000,2023-12-31
1551,1 - Toronto Police Service,6-Services,Services & rents - general,1000,2023-12-31
1552,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,14800,2023-12-31
1553,1 - Toronto Police Service,6-Services,Conferences / seminars,3000,2023-12-31
1554,1 - Toronto Police Service,3-Benefits,CPP - Civilian,19000,2023-12-31
1555,1 - Toronto Police Service,6-Services,Wireless services,1800,2023-12-31
1556,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,3800,2023-12-31
1557,1 - Toronto Police Service,3-Benefits,EI - Civilian,6500,2023-12-31
1558,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,20100,2023-12-31
1559,1 - Toronto Police Service,6-Services,Consulting - Management/R&D,30000,2023-12-31
1560,1 - Toronto Police Service,3-Benefits,CPP - Civilian,87400,2023-12-31
1561,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,81600,2023-12-31
1562,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,15600,2023-12-31
1563,1 - Toronto Police Service,6-Services,Courier services,400,2023-12-31
1564,1 - Toronto Police Service,3-Benefits,EI - Civilian,29900,2023-12-31
1565,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
1566,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1177600,2023-12-31
1567,1 - Toronto Police Service,6-Services,Courses / seminars,6800,2023-12-31
1568,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,203700,2023-12-31
1569,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,3000,2023-12-31
1570,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,268500,2023-12-31
1571,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,700,2023-12-31
1572,1 - Toronto Police Service,6-Services,Business travel - mileage,100,2023-12-31
1573,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
1574,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,4716600,2023-12-31
1575,1 - Toronto Police Service,6-Services,Conferences / seminars,3400,2023-12-31
1576,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,500,2023-12-31
1577,1 - Toronto Police Service,6-Services,Consulting - Management/R&D,35000,2023-12-31
1578,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,371200,2023-12-31
1579,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,4800,2023-12-31
1580,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1581,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
1582,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,16500,2023-12-31
1583,1 - Toronto Police Service,6-Services,Courses / seminars,3200,2023-12-31
1584,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,900,2023-12-31
1585,1 - Toronto Police Service,5-Equipment,Computers - software,4300,2023-12-31
1586,1 - Toronto Police Service,6-Services,Membership fees,1600,2023-12-31
1587,1 - Toronto Police Service,1-Salaries,Temporary - short-term,780000,2023-12-31
1588,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1589,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,2700,2023-12-31
1590,1 - Toronto Police Service,6-Services,Public relations / promotions,300,2023-12-31
